LABA PER SAHAM,CURRENT RATIO,DEBT RATIO ,DEBT TO EQUITY RATIO,ROA,ROE,NPM
6.17,3.191331482,0.313348834,0.456343556,0.022007861,0.032051006,0.087794144
53,2.303635482,0.434096457,0.767085596,0.094593673,0.167155116,0.078173778
1067.41,1.368749357,0.730593951,2.711869137,0.08398688,0.311748308,0.254438737
63.06,2.226318954,0.449171938,0.815448539,0.064876193,0.117779389,0.116796296
16.76,2.4117235,0.414641231,0.708354009,0.031175128,0.053258155,0.090369863
130.1937,16.65634717,0.060037173,0.063871859,0.044670204,0.047523373,52.08301306
3.57675,3.200651359,0.312436404,0.454410916,0.179847899,0.261572747,0.205149829
-9.28,2.162878942,0.462346727,0.85993474,-0.093599822,-0.174089561,-0.182681934
-29.6,1.075932184,0.929426607,13.16964614,-0.031206298,-0.442182194,-0.201967827
10.03,5.05313691,0.197896874,0.246722482,0.044630166,0.055641431,0.074354242
-332.26,1.632371169,0.612605772,1.581349765,-0.028419178,-0.073359838,-0.039695644
-2.39,2.549540184,0.392227589,0.645352738,-0.016476896,-0.027110306,-1.050656296
-47.99,3.442666499,0.290472516,0.409388674,-0.022920255,-0.032303548,-0.24197743
1E-84,2.663863484,0.375394612,0.601010846,-0.021614507,-0.034605061,-0.045784985
-5.63,0.255097602,3.920068205,-1.342457754,-0.00495739,0.001697697,-0.57741492
129,1.737628571,0.575496983,1.35569586,0.054576249,0.128565043,0.049275474
53.85,3.223191663,0.310251485,0.449803774,0.056530843,0.081958629,0.390635332
1,2.058599683,0.485767101,0.944644152,0.004184899,0.00813814,0.016177691
103.26,1.315866243,0.759955661,3.16589703,0.002100677,0.008751205,0.020809033
-80,1.966759939,0.508450462,1.034382952,-0.053056108,-0.107936442,-0.904962034
20.16,2.540994865,0.393546643,0.648931429,0.026869022,0.044305175,0.058154283
53.06,1.623889781,0.615805341,1.602847219,0.015637433,0.040701849,0.031041214
-371.982,0.345875054,2.89121747,-1.528759921,-0.080598191,0.042617093,-0.878591888
0.22,3.71556582,0.269138012,0.368247381,0.001368083,0.001871876,0.033599499
0.24,5.663445526,0.176570958,0.214433726,0.003760584,0.00456698,0.081049384
5.22,5.870907103,0.17033143,0.161973051,0.009135686,0.008687387,0.018636593
-9,3.637345657,0.274925755,0.379169108,-0.009184064,-0.012666377,-0.011668645
118,1.277421233,0.782827132,3.60462676,0.030647615,0.141120829,1.961985421
153.73,2.132316478,0.468973537,0.883145322,0.045638259,0.085943474,0.039311618
10.0149,2.104898448,0.475082302,0.905060552,0.010328505,0.019676428,0.117734265
69.93,3.574564275,0.279754377,0.38841524,0.138370161,0.19211524,0.142584421
-1.01,6.531074111,0.153114171,0.18079671,-0.015764873,-0.01861511,-0.038735948
63,2.147752351,0.465603029,0.871268091,0.094562151,0.176951136,0.166026082
-8.73,1.988122508,0.502987113,1.012020263,-0.010387614,-0.02090009,-0.077547808
58,1.982401268,0.504438741,1.017913996,0.015384671,0.031044943,0.027914072
3.05,40.26780251,0.024833737,0.025466156,0.034618591,0.035500193,0.007882508
-3.92,8.236052219,0.121417394,0.138196902,-0.027735388,-0.031568333,-0.271631696
27.1833,4.214141779,0.23729624,0.311125043,0.076815799,0.100715117,0.11482288
48.81,5.67639236,0.176168231,0.213840055,0.095781606,0.116263549,0.12169998
27,5.423434059,0.18438502,0.226068703,0.125623559,0.154023114,0.138739899
6.46,1.60409499,0.623404478,1.655368802,0.010016689,0.026598005,0.005566248
29.47242,1.358921475,0.735877693,2.786124733,0.046923943,0.177659901,0.052466477
-17.28,1.117223813,0.895075802,8.530689947,-0.016220079,-0.154588542,-0.009523132
17.62,2.435617415,0.410573514,0.696564412,0.022824183,0.038722697,0.030788898
2.3,1.638842958,0.610186593,1.565329927,0.023725445,0.060863595,0.038191836
-1.68,5.108514517,0.195751621,0.243396974,-0.011360776,-0.014125954,-3.432094021
-35.55,2.024753242,0.493887344,0.975844681,-0.128332164,-0.253564424,-1.47395236
0.95,4.784905403,0.208990548,0.264207396,0.001335667,0.001688561,0.081703515
44.3951,1.126718904,0.887532815,7.891482407,0.015908121,0.141446775,0.03698075
-20.92,5.265873427,0.18990202,0.234418582,-0.083505374,-0.103080585,-0.02820188
28.26582716,10.23661456,0.097688547,0.108264775,0.316731012,0.351021823,3.147557946
-3.42,2.626501264,0.380734635,0.614816614,-0.012405123,-0.020031999,-0.349281875
-7.71,0.361110617,2.76923456,-1.56521618,-0.317313763,0.179350873,#DIV/0!
-0.23,40.77920974,0.0245223,0.02513876,-0.000823582,-0.000844286,-0.821651078
2.08,12.03058837,0.083121454,0.090656995,0.01399764,0.015266624,0.056419509
-6.166317,1.348973415,0.741304453,2.865547792,-0.012492052,-0.048288624,-0.086372095
53,1.919686385,0.520918421,1.096956508,0.007016536,0.014775509,0.039699695
250,2.182390958,0.458213042,0.84574395,0.07395905,0.136509469,0.211901956
-28,2.965753183,0.337182476,0.508710864,-0.022138352,-0.033400372,-0.073842568
-1.19,1.572785802,0.635814488,1.745853331,-0.002413654,-0.00662754,-0.026047063
-0.89,1.523521297,0.656374152,1.910141966,-0.001259224,-0.00366452,-0.002107646
54,4.650021143,0.215052786,0.273971016,0.035757777,0.045554372,0.047223003
128,3.437479774,0.290910803,0.410259815,0.038962834,0.054947719,0.320398178
734,1.505831724,0.664084827,1.97694204,0.036786909,0.109512495,0.060841211
35,12.09559655,0.082674715,0.090125844,0.050160967,0.054681767,0.166875523
-8.1,1.562929446,0.639824147,1.776421552,-0.009219514,-0.025597258,-0.054074422
300.94,70.71857671,0.014140556,0.014343379,0.328801535,0.33351766,82.1616515
168,1.224460773,0.816686024,4.45512143,0.075955806,0.414348146,0.107397163
71.91,120555.378,8.29494E-06,8.29501E-06,0.147376806,0.147378029,1378.608025
-50.74,5.386190083,0.185659991,0.227988295,-0.072170671,-0.088624739,-0.349325208
110,6.353150754,0.157402215,0.186805873,0.063916405,0.075856365,0.22510791
90,1.722083047,0.580692088,1.384882257,0.028769772,0.068612518,0.034445574
-1,5.293368473,0.188915622,0.232917348,-0.006332059,-0.007806906,-0.015519614
-4.100929685,1.1236158,0.889983925,8.089580759,-0.033592321,-0.305340115,-0.224838182
8,1.592471465,0.627954737,1.687845,0.003465592,0.009314973,0.002779083
-2.854879328,3.477257477,0.287582961,0.40367221,-0.019774953,-0.027757553,-1.191553934
0.49,2.246303546,0.44517581,0.802372747,-0.002788836,-0.005026522,-0.003923807
-34,1.733912817,0.576730266,1.362559662,-0.033107116,-0.078217537,-0.044814053
-5,16.18293613,0.061793484,0.161581474,-0.003544769,-0.009269083,-0.004952292
-2.01,2.655202664,0.376619086,0.604155625,-0.047541187,-0.076263463,-0.324644128
72.67,2.500740204,0.399881602,0.66633785,0.263678601,0.439377632,0.331964423
72.78826989,2.297313857,0.43529098,0.770823494,0.095848235,0.169730306,0.16070322
12.12,1.126655268,0.887582944,7.895447327,0.006407045,0.056993532,0.147187991
2.42,1.138021588,0.878717953,7.245243398,0.000227982,0.00187977,0.004620626
572.84,2.924014537,0.341995564,0.519746593,0.216916086,0.329657482,0.246508034
34.3368,8.959106808,0.11161827,0.125642239,0.025295469,0.028473648,0.085540308
-62.15,2.104483571,0.475175959,0.90540052,-0.066684998,-0.127061629,-0.452530778
66,3.81564091,0.262079169,0.355158925,0.064283743,0.087114688,0.013666949
519.48717,2.974877704,0.336148272,0.506360469,0.27967094,0.421285249,0.349118757
1.83,1.302696442,0.767638544,3.303639762,0.002660243,0.011448726,0.068944368
0.860479962,1.905799163,0.524714261,1.103997488,0.006122236,0.012881168,0.033459117
12.8763,2.831356894,0.353187548,0.546043212,0.015829532,0.024473141,0.070923432
9.2,9.99208806,0.100079182,0.111208875,0.023707738,0.026344249,0.079931009
-37.21,1.337545962,0.74763786,2.962559514,-0.030913659,-0.122497213,-0.795918239
-1.3,0.353763762,2.826745155,-1.547421734,-0.033127492,0.018134709,-0.171458076
5.15052,1.305240477,0.766142345,3.276105483,0.013315663,0.056939177,0.073542421
363,1.180419028,0.847156795,5.542652631,0.021127219,0.138228058,0.321352362
263,3.712124861,0.26938749,0.368714588,0.127340059,0.174292196,0.149843417
0.71,2.010024582,0.497506353,0.990074912,0.004304592,0.00856646,0.045635165
120,2.103513648,0.475395061,0.906196314,0.064076814,0.122142986,0.249291245
39,1.548208502,0.645907834,1.824123478,0.087597558,0.24738632,0.272625673
2.59,2.434090585,0.410831054,0.697306021,0.027278609,0.046300147,0.052581082
1.66,0.011905753,83.99300764,-1.012049208,-2.793693925,0.033661799,#DIV/0!
14.02,1.516494954,0.659415316,1.936127337,0.02887671,0.084785698,0.011996992
39.85164057,3.055150439,0.327316124,0.486582384,0.022604073,0.033602816,0.042996972
68.09,1.33339676,0.749964324,2.999429272,0.031973653,0.127876363,0.019448643
62,7.436479079,0.13447224,0.155364445,0.150618453,0.174019205,0.296454539
-29.36,17.53872217,0.057016697,0.060464163,-0.034234399,-0.036304353,-1.794285062
-2.2,3.140626824,0.318407775,0.467152887,-0.029039494,-0.042605377,-0.140471053
1.45,4.559319293,0.219330987,0.280952597,0.019340736,0.024774566,0.09610952
-3,1.106854175,0.903461379,9.358548671,-0.032546344,-0.337132885,-0.01106855
168.19,3.771301934,0.265160419,0.36084123,0.020670823,0.028129708,0.175447249
196,1.415026365,0.706700613,2.409485477,0.143180591,0.488172147,0.246651846
324.75,2.095035345,0.477318916,0.913212532,0.07224122,0.138212807,0.134700291
11,1.428997596,0.69979124,2.331015396,0.005610202,0.018687669,0.011894572
95,1.555248849,0.642983919,1.800994279,0.072755711,0.20378833,0.091604486
12,7.000332937,0.142850349,0.166657419,0.020467089,0.023878081,0.615272136
127.2,5.963190447,0.167695466,0.201483302,0.089901076,0.108014642,0.255970226
12,2.794087827,0.357898556,0.557386313,0.014669141,0.022845519,0.02844554
75,2.77914476,0.359822926,0.562067811,0.033295527,0.052009871,0.033715336
0.99,2.442838558,0.40935984,0.693078234,0.003316543,0.005615166,0.025559268
-23,1.007008344,0.993040432,142.6870695,-0.042370948,-6.088157384,-0.034924042
-0.95,4.268160441,0.234292973,0.30598253,-0.005337238,-0.006970339,-0.174903292
0.79,2.517703804,0.397187309,0.658890092,0.000591694,0.000981555,0.001315808
57.75,1.714512294,0.583256243,1.433470459,0.007083431,0.017408968,0.012716981
18.84,4.812762375,0.20778088,0.262277032,0.065431429,0.08259259,0.161618356
-11.7,2.650535082,0.377282311,0.605864129,-0.02850314,-0.045772171,-0.178467439
143.13,2.185828945,0.457492341,0.843291947,0.078366162,0.144451715,0.043826859
-0.55,0.951306023,1.051186449,-20.53642082,-0.023663287,0.462295939,-0.069514645
26.45081646,2.994799427,0.333912178,0.501303533,0.034371548,0.051602127,0.367457298
-38.49,4.430613936,0.225702355,0.291493015,-0.239845257,-0.309758475,-1.667729406
-13.06,2.689495877,0.371816893,0.591892537,-0.044909652,-0.07149134,-0.19278644
-4.102439042,1.348124062,0.741771494,2.872539157,-0.012692601,-0.049152594,-0.016836663
137.4816,7.563881174,0.132207259,0.152348888,0.137111658,0.158000467,0.176927697
44,2.221125241,0.450222248,0.81891682,0.049937233,0.090831673,0.0505472
-13.99,0.973303352,1.027428908,-37.45788583,-0.029788518,1.086026391,-0.09613604
-0.26,18.653912,0.053608058,0.056644669,-0.002492644,-0.002633839,-2.69515105
-0.301434025,608.2764285,0.001643989,0.001646697,-0.002990324,-0.002995248,-3.014398452
14.89,8.855449525,0.112924815,0.127300162,0.062300133,0.07023095,0.243628355
248.92,4.695900068,0.212951721,0.270570086,0.19151613,0.243334666,0.051357028
121,136.8722742,0.007306082,0.007359853,0.443024775,0.446285373,0.981219683
3.39,7.556761152,0.132331826,0.152514325,0.061311981,0.070662937,0.103738111
27.1833,1.424882283,0.701812362,2.353593077,0.026785648,0.089828164,0.033343757
-1.88,2.547032196,0.392613804,0.646398958,-0.011049206,-0.018191402,-0.224276564
88.69,1.177295059,0.849404737,5.640315099,0.009631644,0.06395715,0.197851831
10.36,1.10489702,0.905061722,9.533159247,0.002810848,0.029607115,0.0612215
1.48,2.113156679,0.473225677,0.898346135,0.011975174,0.022733025,0.022526688
7,2.076662292,0.481541945,0.928796344,0.007399932,0.014272962,0.015783697
0.1,5.004137612,0.199834632,0.249741666,0.003150482,0.003937289,0.024828078
2.89,39.04559217,0.025611086,0.026284254,0.021257962,0.021816712,0.310698456
-26.97,0.07866587,12.71199315,-1.085382564,-0.446839502,0.038152302,#DIV/0!
17.11,2.288615351,0.436945422,0.776026764,0.030404326,0.053998897,0.016078613
-31.40651854,0.993849477,1.006188586,-162.5878032,-0.025945227,4.192432228,-0.054385852
-81.62,5.875478024,0.170198918,0.205108093,-0.034760558,-0.04189023,-3.021494803
0.44,121.0883962,0.00825843,0.008327199,-0.005040269,-0.00508224,-0.014534357
-4,10.20722254,0.097969844,0.108610387,-0.173537513,-0.192385489,-9.046517564
29.54058961,28.6217848,0.034938422,0.036203309,0.050421088,0.052246498,0.80105756
-2.87,3.797231533,0.263349757,0.357496327,-0.015471756,-0.021002852,-0.283860479
24.8,1.965079402,0.508885289,1.036184171,0.012332895,0.025112046,0.005422898
-113.98,1.644665892,0.608026229,1.551191109,-0.080235575,-0.204696284,-2.230599947
135.13,2.04986987,0.487835845,0.952498998,0.036929964,0.072105718,0.318179588
171.08,4.52154947,0.221163123,0.28396591,0.121951181,0.156581159,0.099754991
25.5,5.208084134,0.192009187,0.237637834,0.057527568,0.071198294,0.252739886
1.5,2.555530733,0.391308149,0.642867401,0.023771851,0.039054,0.023590228
-38.7,1.270939681,0.786819402,3.690858407,-0.090717989,-0.425545241,-6.062101845
-27.53,8.354186542,0.119700463,0.13597697,-0.164286208,-0.186625349,1.141370586
13,1.635761179,0.611336186,1.572917682,0.005821868,0.014979188,0.01448712
143.07,0.516962884,1.934374846,1.292216574,0.150124799,0.10028757,0.146376
15.59,3.067804204,0.325966044,0.483604781,0.075316601,0.111740069,0.736840981
-0.35,1.753447728,0.570304996,1.327232086,-0.00100544,-0.002339891,-0.003106667
56.23,1.22795602,0.814361413,4.386811098,-0.028491487,-0.153478257,-0.09634714
-121,1.651403762,0.605545429,1.535146186,-0.048786605,-0.123681175,-0.792729788
-4.23,2.300461125,0.434695457,0.768958011,-0.037871107,-0.066992399,-1.218828669
107.17,10.53318883,0.094938011,0.104896695,0.031966915,0.035320139,0.611841045
8,3.417564448,0.29260604,0.413639438,0.037944501,0.053639844,0.019163789
51.5052,1.391872912,0.718456399,2.55184773,0.032994868,0.117192748,0.066298639
93.73,1.31691062,0.759352977,3.155463833,0.011474503,0.047681882,0.174304297
0.06,13.9775116,0.071543493,0.282013951,0.00020035,0.000789749,0.002273795
224.65,1.836100056,0.544632629,1.196029103,0.120919285,0.265542269,0.113906585
192.77,7.524162854,0.132905151,0.153510935,0.040010804,0.04621413,0.6233539
41.54,7.081217329,0.141218657,0.16449096,0.043933334,0.051173382,0.433266696
183139,1.187230423,0.842296474,5.341012332,0.013526057,0.085768893,0.086678152
-40,1.801396003,0.555125024,1.247822545,-0.114336857,-0.257008965,-1.17998062
2.011488737,77.69854306,0.012870254,0.013038057,-0.022673478,-0.022969096,-0.576066648
4.59,3.288088852,0.304128035,0.437045965,0.003509118,0.005042764,0.066361992
8.64,1.309090469,0.763889146,3.235298722,0.022372714,0.094755129,0.257863967
-27,2.924383802,0.34195238,0.51964686,-0.093708461,-0.142403769,-0.27538789
-14.307,0.194720802,5.135558137,-1.24180533,-0.015046501,0.003638324,-0.01325055
-46.67,16.80469822,0.059507168,0.063272325,-0.232185778,-0.246876712,-4.398308074
-15.77,1.709186236,0.58507375,1.410066848,-0.035738806,-0.086132912,-0.073470112
-7.98,1.062687581,0.941010338,15.95212294,-0.071148335,-1.206115317,-1.701519394
60.0894,2.039220098,0.490383555,0.962260066,0.048434005,0.095040113,0.172389552
0.32,1.644537116,0.60807384,1.55150103,0.030556354,0.077964569,0.131017806
91526,2.471354961,0.404636329,0.679645651,0.007749118,0.013015772,0.046138568
5.5,1.721261329,0.580969306,1.386460026,0.015369242,0.036678081,0.056929583
0.2,1.299804168,0.769346664,3.335510671,0.000675407,0.002928235,0.015621985
2.7,1.426917915,0.70081116,2.342370662,0.001141324,0.003814728,0.008616957
545.16,5.545517082,0.180325835,0.219996973,0.195673855,0.238721511,0.256744551
31.08,6.67045396,0.149914834,0.176352724,0.090400441,0.106342805,0.205486974
-8.5842,1.705285273,0.586412148,1.417865988,-0.005454959,-0.01318936,-0.026468971
-46.2,1.085797805,0.920981785,11.65530989,-0.086353803,-1.092834136,-0.094696119
3.26,1.56270101,0.639917677,1.777142713,0.017397613,0.048315654,0.057371942
-1.16,6.34686508,0.1575581,0.187025478,-0.028203583,-0.033478371,-0.369278802
40.0596,3.780339756,0.264526488,0.359668274,0.106235315,0.144444788,0.204593377
426,2.882596512,0.34690946,0.531181267,0.150767696,0.230852671,0.250409108
-1.92,1.391885466,0.718449919,2.551765976,-0.008928747,-0.031712821,-0.059440366
1.2825,1,1,2.193016095,0.001482118,0.003250309,0.006489521
21,1.338209605,0.747267092,2.956746308,0.003643831,0.014417714,0.018263198
41.03,5.083451763,0.196716728,0.244890857,0.069289333,0.086257657,0.157875842
11.58867,2.211159566,0.452251396,0.82565504,0.027028147,0.049344073,0.037738227
-104.06,1.650508652,0.605873831,1.537258571,-0.072945865,-0.185082521,-0.07878624
-38.89,2.527101772,0.395710221,0.654835204,-0.025434367,-0.042089686,-0.377261505
1.14,0.245445584,4.074222819,0.099234934,0.627931732,0.015294393,0.075250906
50,1.010122222,0.989979211,98.79253753,-0.099060062,-9.88545494,-4.499647688
7.42,2.35643204,0.424370397,0.737228236,0.026813788,0.04658167,0.107507313
14.99128842,2.790779351,0.358322846,0.558416088,0.027898906,0.043478105,0.211178718
29.84,1.411514163,0.708459062,2.430050021,0.025439565,0.087258979,0.039284324
4.4,2.090233799,0.478415381,0.917234451,0.006288708,0.012056928,0.005316748
0.42921,1.99566218,0.501086812,1.004356719,0.004853955,0.009729058,0.016444212
15.62,3.776138412,0.264820801,0.360212587,0.021158212,0.028779667,0.05197621
17,1.594676496,0.627086436,1.681586555,0.019500865,0.052293257,0.01257268
-15.47,3.68529701,0.27134855,0.372398284,-0.034826101,-0.047795282,-1.213134055
437.05,9.864641265,0.101372161,0.112807723,0.037468109,0.041694801,0.401040444
0.15,217.6398864,0.004594746,0.004615955,0.002846342,0.00285948,0.084294231
11.6,4.743951792,0.210794722,0.267097456,0.032998132,0.041811849,0.430193973
-78.66,1.228484863,0.814010844,4.376657541,-0.030170127,-0.162214443,-0.05079324
2.7,4.705841947,0.212501825,0.269844212,0.007294591,0.009262995,0.087666501
-0.22,2.596843656,0.385082867,0.626235384,-0.000871807,-0.001417763,-0.001227419
-1.9,3.621379525,0.276137862,0.381478527,-0.00257768,-0.003561009,-0.041317322
1.2,2.458987045,0.40667152,0.685407045,0.005573696,0.009393947,0.067569504
-2.38,5.804473266,0.172280921,0.208139362,-0.076981423,-0.093004287,-1.440487697
34.29,3.260176513,0.306731858,0.44244332,0.049250011,0.071040349,0.086145802
75,5.104155062,0.195918813,0.243655511,0.065635176,0.081627548,0.202686366
18.46,1.544712368,0.647369711,1.835831272,0.010780989,0.030573065,0.01206407
-6.61,69.47103953,0.014394487,0.014604715,-0.070574925,-0.071605652,-1.979079181
0.25,0.815953043,1.225560721,-5.433396005,0.00049518,-0.002195331,0.001206024
24.59,14.81818517,0.067484647,0.072368404,0.03239789,0.034742474,0.148646102
18.59,1.900320555,0.526227008,1.110715505,0.058681633,0.123860233,0.078271683
52,1.312702167,0.761787422,3.197931145,0.00913114,0.038331898,0.103765893
38.5,2.796330605,0.357611506,0.556690398,0.133286057,0.207485126,0.074730483
-5.97,1.406490479,0.710989527,2.460082219,-0.031348524,-0.108468472,-0.641389615
-15.72,1.335144273,0.748982728,2.983789613,-0.061484588,-0.244941662,-0.276163477
2.88,5.681318768,0.176015471,0.21361502,0.011059441,0.013421903,0.043596145
570,13.90086203,0.071937985,0.0775142,0.032701704,0.03523655,0.032395175
84.13,3.51059254,0.284852198,0.398312344,0.155571514,0.217537568,0.247599739
0,4.230705768,0.236367182,0.30952989,-0.038314091,-0.050173447,-0.058521288
28055,2.858706803,0.349808521,0.538008468,0.068894863,0.105960883,0.062515812
-7.78,0.993774848,1.006264148,-160.6386383,-0.0505871,8.075655787,-0.146649863
10,1.207859245,0.827911037,4.810947911,0.007157964,0.041594557,0.004408417
67.68,1.271724795,0.78633365,3.680194145,0.010792828,0.05051253,0.223071441
1.29,3.15103452,0.317356092,0.464892586,0.002503714,0.003667672,0.055752345
46,1.4271582,0.700693168,2.341053033,0.07207435,0.240804227,0.033096511
280,1.783515694,0.560690328,1.276298621,0.053385675,0.121521738,0.133439331
-20.97,2.604044821,0.384017968,0.623423976,-0.016967461,-0.027545383,-0.458115315
75.8271,2.025169558,0.493785815,0.975448395,0.067512027,0.133366526,0.254710222
29.07260839,6.217000972,0.160849259,0.191681007,0.237067337,0.282508643,0.311729409
330.44,3.496543634,0.285996717,0.400553784,0.061901623,0.086696552,0.077361496
36.33421949,2.104672075,0.4751334,0.90524602,0.021839616,0.041609841,0.056560331
13,1.244485958,0.803544623,4.090214459,0.034045753,0.173300186,0.023905536
-53.37,1.435935241,0.696410236,2.293918695,-0.0252523,-0.083179024,-0.017498765
1.23,2.010200818,0.497462736,0.989902188,0.000525601,0.001045894,0.000361364
64.57156474,2.247733791,0.444892542,0.801453008,0.055986505,0.100857057,0.043702248
3.92,1.593566493,0.627523234,1.684731216,0.003894896,0.010456749,0.022634294
10.01,2.100968019,0.475971072,0.908291597,0.052815705,0.100787766,0.062349878
625,1.564180935,0.639312229,1.77248102,0.046708834,0.129499354,0.044485067
2,2.424315186,0.412487619,0.702091791,0.002857983,0.004864549,0.013697687
58,2.082922229,0.480094737,0.923427346,0.021822382,0.041973767,0.056826739
18.82,6.677305372,0.149761011,0.1761399,0.030169164,0.035483157,0.229312542
225.1162015,1.873388406,0.533792137,1.144965966,0.114255443,0.245074037,0.174051435
46.625,1.832642812,0.545660067,1.200995176,0.013030428,0.028679908,0.23622837
234,2.041688566,0.489790665,0.959979818,0.018845661,0.036937115,0.056996633
21.2,1.701473444,0.587725893,1.425570716,0.038268851,0.092823805,0.046967884
239,1.259762701,0.793800292,3.849667388,0.013611333,0.066010436,0.063497543
38.25,3.470208304,0.288167139,0.404824159,0.131622305,0.184906194,0.392882804
11.2,1.719343078,0.581617487,1.390157257,0.009206327,0.022004568,0.061813519
-1.34,1.527051299,0.654856848,1.897348515,-0.01342932,-0.038909421,-0.040547965
85,3.901846151,0.256288936,0.344608207,0.140211961,0.188530154,0.178888742
-12,3.9631965,0.252321579,0.337473401,-0.026790683,-0.035831826,-0.436930879
18.5991,2.380976964,0.419995664,0.724125041,0.014096404,0.024303963,0.093204799
-259,4.559110386,0.219341037,0.280969088,-0.108695638,-0.139235753,-2.210117885
19.67,1.97598831,0.506075868,1.024602436,0.049009103,0.09922395,0.015919136
-20.44639887,2.707850415,0.369296618,0.585531374,-0.046227877,-0.07329575,-2.38550212
80,2.685749083,0.372335601,0.593208094,0.07001703,0.111551699,0.097757731
48.06,2.859591906,0.349700248,0.537752394,0.045794585,0.070420732,0.09064854
-0.72,0.694567635,1.439744597,-3.274047268,-0.026011266,0.059150849,-3.242133245
18.5,1.593591588,0.627513353,1.684659992,0.041683767,0.111906741,0.143964236
646.6764,0.841128002,1.188879692,-6.294375423,-0.704993504,3.732500281,-1.451071906
2.51,2.623725964,0.381137365,0.615867469,0.015659682,0.025303971,0.021832964
1032,11.70872662,0.085406384,0.093381784,0.284822142,0.311419341,0.957081543
-59.13955274,2.028766213,0.492910417,0.972038144,-0.034887875,-0.06880022,-0.195919968
-6.39,0.474430716,2.10778933,-1.902698711,-0.093278643,0.084202511,-0.440860862
107.92,1.727738811,0.578791189,1.374119375,0.077212029,0.183310574,0.280350057
58,2.331071057,0.428987352,0.751274693,0.151705891,0.265678687,0.425375699
1.829,243.8795543,0.004100385,0.004117267,0.017330839,0.017402195,3.124075781
330.8,6.189814509,0.16155573,0.192685114,0.116827245,0.139338116,0.142301545
2.203278,0.8461956,1.181759867,-6.501764579,0.006694464,-0.036831367,0.014117727
-482,1.209548119,0.826755037,4.772173591,-0.050944323,-0.294059473,-0.353087618
-27.01725728,2.170160067,0.460795503,0.854583939,-0.0487733,-0.090454179,-0.20052053
0.51,1.859701929,0.53772058,1.163193854,0.001996735,0.004319324,0.007480191
312,1.172078735,0.853185004,5.811293294,0.012213753,0.083191457,0.136122837
9.17,3.075288959,0.325172695,0.481860608,0.008955995,0.013271536,0.018334219
1.42,1.418202417,0.705117964,2.391186564,0.00796539,0.027012124,0.034648629
-1.316244,1.92133133,0.520472437,1.085385862,-0.045018342,-0.093880614,-0.472820729
515052,2.556156599,0.391212338,0.642608848,0.061340616,0.100758639,0.165358858
1.46754626,41.14196265,0.024306084,0.024911587,0.014258073,0.014613264,0.447562597
-3.2,0.417365127,2.395983599,-1.716340794,-0.315121444,0.225734345,-5.550981763
51.82,1.300224416,0.769098002,3.330841685,0.026929103,0.116625681,0.245480037
104.46,1.437567063,0.695619722,2.285363971,0.026683072,0.087663602,0.049891892
143.07,1.673416942,0.597579704,1.484964125,0.035640453,0.088565246,0.009033205
-228,4.8519552,0.20610248,0.259608419,-0.019750545,-0.024877953,-0.034735354
12,2.112536953,0.473364501,0.898846549,0.021931467,0.04164449,0.05315132
82.61,5.294773488,0.188865492,0.23284115,0.113830892,0.140335407,0.369740563
2.44,10.70415505,0.093421666,0.103048642,0.048275886,0.05325065,0.197751248
-8,0.059993238,16.66854531,-1.063822134,-0.307287997,0.019611776,-0.075576707
23.18,3.686673786,0.271247216,0.37220745,0.138738743,0.190378336,0.078338458
27.1833,11.6789384,0.085624221,0.093642267,0.028190283,0.030830085,0.060476549
381.08,1.82550366,0.547794026,1.211381667,0.097825332,0.216329146,0.039039921
12.15203662,3.424499066,0.292013512,0.412456335,0.011392908,0.016091986,0.199128454
82,1.680329791,0.59512127,1.469875364,0.044336152,0.109504768,0.063102372
0.24,1.825820091,0.547699089,1.2109175,0.000398822,0.000881762,0.000813962
-113.72,0.365274916,2.737664032,-1.575485238,-0.395608865,0.227667062,-7.339691903
806.9148,2.155888591,0.463845861,0.86513528,0.055976007,0.104402825,0.235944823
109,1.66581951,0.600305132,1.501908528,0.157245954,0.393414994,0.264598335
5.24,5.520367248,0.181147368,0.221220964,0.042876708,0.052361935,0.039962111
60.0894,1.674807742,0.597083459,1.481903568,0.056444811,0.140090579,0.156731154
0.02,1.569963849,0.636957342,1.754497241,0.000307992,0.000848362,0.001595099
22.21,1.790827988,0.558400922,1.264497482,0.028316297,0.064122184,0.055764059
5.33,2.544824385,0.392954424,0.64732277,0.017316641,0.028526097,0.042175957
52,1.281632485,0.78025488,3.550726761,0.049953861,0.227326372,0.429936576
-2.33,3.585871645,0.278872224,0.386716797,-0.009040148,-0.012536125,-0.038529323
108.7332,2.771935279,0.360758784,0.564354698,0.036085309,0.056450223,0.088073664
18.5991,4.209370278,0.237565226,0.311587605,0.03414706,0.044786861,0.112857565
162,1.738835318,0.57509759,1.353481589,0.018751452,0.044131197,0.034975938
-0.68,7.023883839,0.142371375,0.166005857,-0.006548551,-0.007635649,-0.041937469
6.53,1.381013365,0.724105954,2.62457985,0.01472063,0.0533561,0.155618361
-4.72,1.646485824,0.607354151,1.546824329,-0.020294497,-0.051686519,-14.67336466
-1.01,0.024779054,40.35666627,-1.025408656,-0.257655947,0.006546691,-0.075575115
1.29,2.665657578,0.375141957,0.600363492,0.01179727,0.01887992,0.015958822
21,2.01985478,0.495085097,0.980531758,0.052393798,0.10376758,0.107026458
51.5,2.110759867,0.473763035,0.900284598,0.031455843,0.059775054,0.054112478
